"ID","Handle","Command","Title","Body HTML","Vendor","Type","Tags","Tags Command","Created At","Updated At","Published","Published At","Published Scope","Template Suffix","URL"
"1480598945882","bailey-sofa","UPDATE","Bailey Sofa","<p>The Bailey  Living Room Collection in navy blue leather is all about simplicity, comfort and affordability. Regular Sofa or Full Sleeper.</p>
<p><strong>DIMENSIONS</strong></p>
<p>Sofa - 87"" W x 39"" D x 38"" H</p>","Mstar","sofas","Barbra08-19, clearance, color-navy-blue, Columbus_2018, DISCONTINUED, Jan_14_2019, material-100-leather, sleeper, sleeper-full, style-casual, style-contemporary, TAX2019, under-1000, under-1500, under-2000, width-55-65","REPLACE","2018-09-30T23:02:34-04:00","2020-02-06T10:43:36-05:00","true","2018-05-07T23:48:11-04:00","global","","https://www.jenniferfurniture.com/products/bailey-sofa"
"1683177373786","branson-reclining-sleeper-sofa","UPDATE","Branson Queen Sleeper","<p><strong>✪ PRE-ORDER NOW!  ETA March '20 ✪   </strong><br></p>
<p>*If you have any questions, please contact us.</p>
<p> </p>
<p><span>Our Branson Queen Sleeper is handsome and fashion forward in rich dark brown. </span><span>100% Leather Seating plus</span><span> gorgeous nail head trim. Includes innerspring mattress. Matching Reclining Loveseat and Recliner Chair sold separately.</span></p>
<p> </p>
<p><strong>DIMENSIONS</strong></p>
<p>87"" W x 41"" D x 40"" H</p>
<p><strong>KD Feature:</strong><span> This model is able to be partially assembled in home for easier access into the room you want!  If you have any questions on this, just ask us!</span></p>","Mstar","sofas","Barbra08-19, changeimage, clearance, color-brown, columbus, Columbus_2018, Exclusive_Neha_10, feature-nailheads, featured, HOLIDAY, Jan_14_2019, Labor2018, LABOR_DAY, leather-collection, material-leather-match, mattress-innerspring, motion, NY, President_day, s, sale, sleeper, sleeper-queen, style-contemporary, SUMMER-7/20/16, TAX, under-1000, under-1500, width-85-95","REPLACE","2019-03-06T22:45:09-05:00","2020-02-06T04:57:55-05:00","true","2016-03-29T13:41:00-04:00","global","","https://www.jenniferfurniture.com/products/branson-reclining-sleeper-sofa"
"1898476929114","connie-sofa-1","UPDATE","Connie Sofa","<p>Connie merges classic style with<span> </span>contemporary<span> </span>fashion. Comfortable 100% top grain leather seating, lovely rounded arms, and stunning nail head trim make Connie truly special.<br></p>
<p>Color: Beige</p>
<p><strong>DIMENSIONS</strong></p>
<p>Sofa - 89"" W x 39"" D x 39"" H</p>","Mstar","sofas","BF2019, color-beige, leather-collection, material-leather-match, style-casual, style-contemporary, under-1500, width-85-95","REPLACE","2019-07-18T23:28:41-04:00","2020-02-06T10:22:40-05:00","true","2019-07-18T23:28:41-04:00","global","","https://www.jenniferfurniture.com/products/connie-sofa-1"
"1944556437594","bebe-sofa","UPDATE","Bebe Sofa","<p><strong>✪ PRE-ORDER NOW!  ETA March '20 ✪   </strong><br></p>
<p>*If you have any questions, please contact us.</p>
<p> </p>
<p> Settle in with Bebe after a busy day! This perfect balance of style and comfort features 100% leather seating, fashion accent stitching, cozy pillow top arms. Loveseat &amp; Chair sold separately.</p>
<p>Warm Beige</p>
<p> </p>
<p> <strong>DIMENSIONS</strong></p>
<p>76""W  x 35""D  x 35""H</p>","Mstar","Sofas","barbra10-19, BF2019, color-beige, featured, leather-collection, material-leather-match, style-casual, style-contemporary, under-1500, width-75-85","REPLACE","2019-08-14T22:54:58-04:00","2020-02-06T04:55:20-05:00","true","2019-08-14T22:54:58-04:00","global","","https://www.jenniferfurniture.com/products/bebe-sofa"
"6265203591","wilton-sofa","UPDATE","Wilton Sofa","<p>The Wilton Sofa with its high back and saddle back arms brings movie night to a new enjoyable experience.  The covering is a supple leather match, easy wipe down and simple to maintain. Enjoy the comfort!</p>
<p> <strong>In Home Delivery</strong></p>
<p>*Subject to stock availability and verification. After purchase we will arrange delivery date and confirm the order.</p>
<p><strong>DIMENSIONS</strong></p>
<p>88"" W x 41"" D x 39"" H</p>
<p><strong>In Home Delivery</strong></p>","Mstar","sofas","Black_Friday_Plus_2018, BlackFriday_Plus, changeimage, clearance, color-black, columbus, CURRENT_SALE, Exclusive_Neha_10, featured, Jan_14_2019, leather-collection, material-leather-match, sleeper, sleeper-full, sleeper-queen, style-contemporary, TAX2019, under-1000, under-1500, under-2000, width-85-95","REPLACE","2016-04-25T21:41:13-04:00","2020-02-06T10:20:50-05:00","true","2016-04-25T21:49:00-04:00","global","","https://www.jenniferfurniture.com/products/wilton-sofa"
"4299070734426","chev-blue-sofa","UPDATE","Chev Blue Sofa","<p>Chev Blue Sofa</p>
<p> <strong>DIMENSIONS</strong></p>
<p>Sofa - 84"" W x 37"" D x 35"" H</p>","Mstar","Sofas","color-black, Columbus_2018, Exclusive_Neha_10, Jan_14_2019, material-leather-match, PREORDER, sleeper, sleeper-queen, style-casual, style-contemporary, under-1000, under-1500, under-2000, width-55-65","REPLACE","2019-10-22T23:11:31-04:00","2020-02-06T10:35:11-05:00","true","2019-10-22T23:11:31-04:00","global","","https://www.jenniferfurniture.com/products/chev-blue-sofa"
"4369798135898","ari-sofa","UPDATE","Ari Sofa","<p>Our strikingly handsome<span> </span>Ari Sofa is the perfect blend of contemporary &amp; classic design. Features:<span> </span>100%<span> </span>leather seating, tufting, and nail head trim. Matching Loveseat &amp; Chair also available.</p>
<p>Color - White</p>
<p><strong>DIMENSIONS</strong></p>
<p>92"" W x 38"" D x 31"" H</p>
<p> </p>","Mstar","sofas","Anniversay_2019, Barbra01-20, BF2019, color-white, columbus, leather, material-leather-match, MLK, sale-45th Anniversary-2020, sleeper, style-casual, under-1500, width-85-95","REPLACE","2019-11-12T00:39:57-05:00","2020-02-06T10:35:12-05:00","true","2019-11-12T00:39:57-05:00","global","","https://www.jenniferfurniture.com/products/ari-sofa"
"4369847844954","cj-sofa","UPDATE","CJ Sofa","<p>Our CJ Living Room Set is a contemporary classic. 100% leather seating in rich walnut brown provides the support and comfort you deserve!</p>
<p><span>*Subject to stock availability and verification. After purchase we will arrange delivery date and confirm the order.</span></p>
<p><strong>DIMENSIONS</strong></p>
<p>91"" W x 39"" D x 39"" H</p>
<p> </p>","Mstar","sofas","Barbra01-20, BF2019, color-brown, columbus, material-leather-match, MLK, style-casual, under-1500, width-85-95","REPLACE","2019-11-12T01:09:49-05:00","2020-02-06T10:35:12-05:00","true","2019-11-12T01:09:49-05:00","global","","https://www.jenniferfurniture.com/products/cj-sofa"
"4477486104666","muffy-sofa-m0133s015s","UPDATE","Muffy Sofa + Bonus: *Free* Loveseat","<p>Muffy is a contemporary beauty in easy care microfiber. Featuring clean lines and fashionable nail head trim along the arms. </p>
<p>Color - Cream</p>
<p><strong>Dimensions:<span> </span><br></strong></p>
<p>90""W  x 38""D  x 34""H<br></p>
<p> </p>","Mstar","sofas-sale","Barbra01-20, color-cream, color-ivory, feature-nailheads, material-fabric, material-microfiber, sale-presidents day-2020, style-contemporary, under-1000, width-85-95","REPLACE","2019-12-20T16:36:12-05:00","2020-02-06T10:35:15-05:00","true","2019-12-20T16:29:21-05:00","global","","https://www.jenniferfurniture.com/products/muffy-sofa-m0133s015s"
"4420369055834","rosie-sofa","UPDATE","Rosie Sofa","<p><span>Our Rosie's clean lines and straightforward design pop in fashionable blue! Soft microfiber offers comfort that will make this your new favorite reading or TV </span><span>spot.</span></p>
<p><strong>In Home Delivery!</strong></p>
<p><strong>Dimensions: <br></strong></p>
<p class=""p1""><span>88""W x 36""D x 39""H</span></p>","Mstar","sofas","Barbra01-20, clearance, color-blue, color-navy-blue, Exclusive_Neha_10, featured, Jan_14_2019, material-fabric, material-microfiber, New_Year_2018, style-casual, style-contemporary, under-1000, width-85-95","REPLACE","2019-11-27T11:07:00-05:00","2020-02-06T10:35:12-05:00","true","2019-11-27T11:07:00-05:00","global","","https://www.jenniferfurniture.com/products/rosie-sofa"
"4477484236890","milly-sofa-m0133s015s","UPDATE","Milly Sofa + Bonus: *Free* Loveseat","<p>Thoroughly modern Milly is<span> </span>a stunning take on a classic design. Smooth ivory colored fabric is accented by tufting that offers elegance without fussiness.<br></p>
<p> </p>
<p><strong>Dimensions</strong><br></p>
<p>Sofa  -<span> </span>79"" W x 34"" D x 36"" H<br></p>
<p><span>Loveseat </span><span> - 56"" W x 34"" D x 36"" H</span></p>
<p> </p>","Mstar","sofas-sale","Barbra02-20, color-ivory, feature-tufting, material-fabric, material-microfiber, sale-presidents day-2020, style-classic, style-contemporary, under-1000, width-75-85","REPLACE","2019-12-20T16:32:41-05:00","2020-02-06T04:55:21-05:00","true","2019-12-20T16:29:21-05:00","global","","https://www.jenniferfurniture.com/products/milly-sofa-m0133s015s"
"10814136019","bucco-sofa","UPDATE","Bucco Sofa","<p>The Bucco Beige Sofa will be a great addition to your living space with its rolled arms, and square chunk legs and comfortably padded boxed cushions. The covering of polyester blend gives you assurance of easy care. The Bucco Collection will bring a warm timeless style into your living room.</p>
<p><strong>In-Home Delivery!</strong></p>
<p>*Subject to stock availability and verification. After the purchase, we will arrange the delivery date and confirm the order.</p>
<p><strong>Dimensions: <br></strong></p>
<p>87"" W x 35"" D x 38"" H. <br></p>
<p><strong>*KD Feature:</strong><span> This model is able to be partially assembled in the home for easier access into the room you want!  If you have any questions about this, just ask us!</span></p>","Mstar","sofas","Barbra08-19, clearance, color-beige, ElectionDay_2018, Exclusive_Neha_10, featured, Jan_14_2019, july4th_2018, material-polyester, Memorial2019, No_sale_dis, President_Sale_2019, size-full, style-casual, style-contemporary, Summer_2019, under-500, width-85-95","REPLACE","2017-05-20T08:12:43-04:00","2020-02-05T23:16:57-05:00","true","2018-05-22T23:18:09-04:00","global","","https://www.jenniferfurniture.com/products/bucco-sofa"
